First Name,Last Name Initial,Coolness,Length of First Name,Distance,is_Cool
Miguel,G,74,6,6,0
Karen,V,11,5,11,0
Sylvia,N,43,6,5,0
Daniel,B,49,6,2,0
John,V,24,4,12,0
Merle,Q,48,5,4,0
Helen,I,81,5,1,1
Andrew,V,30,6,21,0
Jaime,M,75,5,3,0
Mary,F,13,4,7,0
Margaret,L,11,8,1,0
Lucy,K,21,4,1,0
Ronald,Z,49,6,8,0
Hugh,K,40,4,3,0
Joan,N,88,4,4,1
Isaac,M,44,5,4,0
Diane,U,39,5,17,0
Francisco,B,26,9,4,0
Jeanine,H,60,7,2,0
Helen,O,64,5,7,0
Bryan,V,32,5,20,0
Johnnie,G,24,7,3,0
James,J,16,5,0,0
Daniel,C,0,6,1,0
James,P,39,5,6,0
Marjorie,Y,44,8,12,0
Courtney,Z,35,8,23,0
Edna,R,8,4,13,0
Paul,B,73,4,14,0
Charlotte,Z,49,9,23,0
Joshua,H,65,6,2,0
Edward,L,70,6,7,0
Elois,H,85,5,3,1
Sheryll,M,45,7,6,0
Heather,U,11,7,13,0
Anita,K,79,5,10,1
Heather,W,67,7,15,0
Kirk,S,48,4,8,0
Maria,P,57,5,3,0
Michael,R,92,7,5,1
Marie,D,30,5,9,0
Patricia,P,54,8,0,0
Christine,A,22,9,2,0
Jenelle,T,81,7,10,1
Timothy,U,13,7,1,0
Paula,N,45,5,2,0
John,W,79,4,13,1
Virginia,B,8,8,20,0
Katharine,E,43,9,6,0
Theodore,N,94,8,6,1
Melissa,V,49,7,9,0
Lloyd,C,44,5,9,0
Jimmy,C,80,5,7,1
James,J,12,5,0,0
James,Z,33,5,16,0
Brittany,Y,9,8,23,0
Velma,G,60,5,15,0
Gregory,I,89,7,2,1
Patricia,D,6,8,12,0
Madeline,I,54,8,4,0
Wayne,M,66,5,10,0
Ronald,D,44,6,14,0
David,L,38,5,8,0
Irene,A,82,5,8,1
David,C,81,5,1,1
Valerie,V,88,7,0,1
Sherika,P,40,7,3,0
Brendan,O,65,7,13,0
Barbara,J,18,7,8,0
Elizabeth,X,32,9,19,0
Norma,V,44,5,8,0
Delia,O,36,5,11,0
Garnet,X,22,6,17,0
James,M,64,5,3,0
Leon,F,65,4,6,0
Martha,Z,40,6,13,0
Elenor,Y,50,6,20,0
Patrick,X,96,7,8,1
John,M,48,4,3,0
Bobbie,V,17,6,20,0
Judy,X,28,4,14,0
Valerie,L,20,7,10,0
Alan,F,39,4,5,0
Brenda,A,21,6,1,0
Earl,N,9,4,9,0
Ernesto,H,67,7,3,0
Stephen,K,53,7,8,0
Charles,R,9,7,15,0
Donald,B,77,6,2,1
Thomas,M,28,6,7,0
Terry,Z,92,5,6,1
Eric,Q,62,4,12,0
Amanda,R,35,6,17,0
Michael,O,8,7,2,0
Dinah,P,87,5,12,1
Luke,F,10,4,6,0
Yesenia,P,31,7,9,0
Donna,R,55,5,14,0
Edward,I,12,6,4,0
Noelle,B,92,6,12,1
Susan,W,38,5,4,0
Patrick,M,6,7,3,0
Loretta,A,59,7,11,0
Kristen,J,49,7,1,0
Myrtle,N,42,6,1,0
Aletha,L,7,6,11,0
Mary,X,11,4,11,0
Ted,B,74,3,18,0
Theresa,Y,19,7,5,0
Richard,N,40,7,4,0
Raymond,J,84,7,8,1
John,E,14,4,5,0
Darrel,F,38,6,2,0
Paula,M,41,5,3,0
Cindy,A,18,5,2,0
Christine,V,1,9,19,0
William,D,75,7,19,0
Glenn,F,30,5,1,0
Diana,Z,97,5,22,1
Kenneth,Y,5,7,14,0
Christina,X,7,9,21,0
Mary,O,28,4,2,0
Dolores,N,95,7,10,1
Michelle,N,77,8,1,1
Michael,H,89,7,5,1
Tyron,I,84,5,11,1
Kenneth,T,5,7,9,0
Richard,L,55,7,6,0
Jimmie,L,20,6,2,0
Catherine,K,54,9,8,0
Aurora,Z,3,6,25,0
Elsie,U,78,5,16,1
Joshua,H,55,6,2,0
Gregory,E,20,7,2,0
Tammy,W,55,5,3,0
Allen,D,25,5,3,0
William,P,40,7,7,0
Beatrice,H,38,8,6,0
Patricia,L,35,8,4,0
Linda,W,69,5,11,0
Susan,I,5,5,10,0
Valarie,I,51,7,13,0
Eva,Z,96,3,21,1
Mary,N,64,4,1,0
Delores,N,12,7,10,0
Stepanie,B,37,8,17,0
Charlie,X,81,7,21,1
Terry,L,39,5,8,0
David,I,47,5,5,0
Carolyne,S,24,8,16,0
Eric,H,27,4,3,0
Francisco,V,12,9,16,0
Anne,Y,35,4,24,0
Deann,I,98,5,5,1
Carla,K,32,5,8,0
Deborah,T,68,7,16,0
John,M,27,4,3,0
Katheryn,A,49,8,10,0
Regina,V,74,6,4,0
Mario,N,3,5,1,0
Sheila,S,76,6,0,1
Joyce,Z,26,5,16,0
Edna,H,26,4,3,0
Joel,F,13,4,4,0
Kimberlee,H,65,9,3,0
Brandy,F,95,6,4,1
Donna,O,97,5,11,1
Ula,J,50,3,11,0
Donna,X,77,5,20,1
Tina,F,72,4,14,0
Tony,Z,79,4,6,1
Christopher,O,25,11,12,0
Howard,V,87,6,14,1
Linda,U,54,5,9,0
Susan,Q,56,5,2,0
Michael,U,97,7,8,1
Cinthia,A,80,7,2,1
Bonnie,N,36,6,12,0
Joseph,K,20,6,1,0
Raymond,H,33,7,10,0
Raymundo,Y,37,8,7,0
Michael,K,39,7,2,0
Colleen,W,14,7,20,0
Shayne,X,88,6,5,1
Peggy,Q,78,5,1,1
Mary,Y,75,4,12,0
Sheri,Q,75,5,2,0
Robert,B,61,6,16,0
Ronald,W,42,6,5,0
Dorothy,D,88,7,0,1
Sarah,X,74,5,5,0
Albert,H,59,6,7,0
Louis,I,84,5,3,1
David,Q,71,5,13,0
Monique,J,77,7,3,1
Frances,X,60,7,18,0
Gilbert,G,21,7,0,0
Kathryn,O,24,7,4,0
Betsy,V,4,5,20,0
James,L,60,5,2,0
Jeffrey,I,97,7,1,1
Michael,C,25,7,10,0
Jean,U,17,4,11,0
Amy,Y,60,3,24,0
James,E,6,5,5,0
Clara,V,40,5,19,0
Lydia,K,2,5,1,0
Lois,B,8,4,10,0
Deborah,T,39,7,16,0
Derek,A,45,5,3,0
Angela,Y,90,6,24,1
Howard,G,3,6,1,0
Shery,L,41,5,7,0
Melvin,G,26,6,6,0
Jon,A,24,3,9,0
Joanna,M,17,6,3,0
Christopher,W,45,11,20,0
Robert,N,8,6,4,0
Scott,J,32,5,9,0
Mark,R,78,4,5,1
Hugh,J,74,4,2,0
George,H,93,6,1,1
Cristina,D,20,8,1,0
Edward,D,98,6,1,1
Anna,H,25,4,7,0
Connie,S,69,6,16,0
Lara,X,42,4,12,0
William,Z,92,7,3,1
Stella,D,34,6,15,0
Teresa,L,37,6,8,0
Arlene,X,40,6,23,0
Janet,B,32,5,8,0
John,M,19,4,3,0
Ray,T,7,3,2,0
Justin,O,81,6,5,1
Barbara,H,31,7,6,0
Jose,Q,58,4,7,0
Rebecca,N,35,7,4,0
Mildred,H,38,7,5,0
Gerald,A,24,6,6,0
Christopher,J,40,11,7,0
Juan,U,98,4,11,1
Loyd,X,85,4,12,1
Virginia,A,56,8,21,0
Dustin,V,97,6,18,1
Ronald,M,72,6,5,0
Jared,K,93,5,1,1
Bobby,D,54,5,2,0
Glen,E,97,4,2,1
Shannon,Y,43,7,6,0
Janice,U,31,6,11,0
Christopher,T,89,11,17,1
Mary,Q,16,4,4,0
Robert,E,80,6,13,1
Eugene,W,67,6,18,0
Stefani,W,71,7,4,0
Tyrone,V,60,6,2,0
Kevin,P,51,5,5,0
Richard,E,53,7,13,0
Lucia,C,29,5,9,0
Amy,B,80,3,1,1
Zachary,C,57,7,23,0
Tony,F,36,4,14,0
Edward,C,79,6,2,1
Matilda,Q,37,7,4,0
Edith,L,21,5,7,0
Irene,W,50,5,14,0
Tanner,H,21,6,12,0
Shawn,U,49,5,2,0
Sadie,B,40,5,17,0
Brian,W,95,5,21,1
Robert,E,91,6,13,1
Dwayne,V,49,6,18,0
Dale,E,86,4,1,1
Tammy,W,97,5,3,1
Dennis,R,59,6,14,0
Ronald,Y,77,6,7,1
Janice,I,63,6,1,0
Hortencia,V,58,9,14,0
Thomas,C,42,6,17,0
Patricia,H,9,8,8,0
Thomas,Q,21,6,3,0
Gregory,U,2,7,14,0
Faviola,M,52,7,7,0
Robert,D,96,6,14,1
Guillermo,B,14,9,5,0
Nicole,V,40,6,8,0
Cathrine,B,39,8,1,0
Rose,V,82,4,4,1
Lillian,M,98,7,1,1
Regina,D,20,6,14,0
Yolanda,Y,100,7,0,1
Kenneth,B,95,7,9,1
Tamala,M,64,6,7,0
Farrah,Z,94,6,20,1
Iris,B,65,4,7,0
Donna,J,98,5,6,1
Michael,M,82,7,0,1
Michaela,T,24,8,7,0
Audrey,C,68,6,2,0
Grace,I,97,5,2,1
Beverly,L,51,7,10,0
Margaret,B,47,8,11,0
Mary,Y,76,4,12,1
Martha,G,75,6,6,0
John,N,64,4,4,0
James,I,20,5,1,0
David,Q,89,5,13,1
Yolanda,X,35,7,1,0
Freddie,H,14,7,2,0
Mildred,L,59,7,1,0
Paula,K,43,5,5,0
Merle,J,33,5,3,0
Patricia,O,54,8,1,0
Joe,Q,90,3,7,1
Charlotte,S,86,9,16,1
Brandi,P,24,6,14,0
Kevin,N,31,5,3,0
Ashley,A,54,6,0,0
Jeannette,P,58,9,6,0
Daniel,Z,33,6,22,0
Steven,G,45,6,12,0
Kenneth,D,46,7,7,0
Robert,Y,97,6,7,1
Robert,K,77,6,7,1
Michael,Q,80,7,4,1
John,Q,10,4,7,0
Jessika,Y,28,7,15,0
Joe,Z,23,3,16,0
Eric,Y,23,4,20,0
Filomena,I,13,8,3,0
Alexander,A,1,9,0,0
Deborah,T,5,7,16,0
Earl,N,20,4,9,0
Phyllis,P,36,7,0,0
Mathew,I,80,6,4,1
Theresia,E,43,8,15,0
Darlene,W,30,7,19,0
Ricky,T,38,5,2,0
James,M,1,5,3,0
Vernon,E,63,6,17,0
Ryan,K,95,4,7,1
Marie,D,87,5,9,1
Deborah,N,45,7,10,0
Laura,J,29,5,2,0
Katherine,Q,8,9,6,0
William,L,71,7,11,0
Edward,L,49,6,7,0
Paula,W,28,5,7,0
Michael,B,49,7,11,0
Emily,X,99,5,19,1
Angie,S,26,5,18,0
Beth,C,66,4,1,0
Robert,E,55,6,13,0
Thomas,K,59,6,9,0
Steven,C,15,6,16,0
Lorraine,H,64,8,4,0
Nancy,O,66,5,1,0
Nellie,B,71,6,12,0
Diann,F,19,5,2,0
Janet,I,57,5,1,0
Ernest,P,45,6,11,0
George,Q,77,6,10,1
Larry,N,56,5,2,0
Brian,Y,88,5,23,1
Matthew,N,54,7,1,0
Bruce,U,85,5,19,1
Frances,I,61,7,3,0
Karina,D,28,6,7,0
Fredric,X,67,7,18,0
Herbert,H,75,7,0,0
Donna,J,9,5,6,0
Roger,F,70,5,12,0
Dana,R,76,4,14,1
Alfonso,C,79,7,2,1
Shirley,N,34,7,5,0
Sarah,V,17,5,3,0
Alfred,T,55,6,19,0
Antonio,Z,41,7,25,0
Marisol,Q,54,7,4,0
Gregory,R,89,7,11,1
George,L,20,6,5,0
Philomena,H,22,9,8,0
Crystal,P,67,7,13,0
Leo,D,41,3,8,0
Bonnie,Q,23,6,15,0
Margaret,I,47,8,4,0
Kenneth,G,22,7,4,0
Terry,Z,93,5,6,1
Eric,H,53,4,3,0
Tina,B,3,4,18,0
April,M,30,5,12,0
Pamela,F,50,6,10,0
William,S,35,7,4,0
William,F,84,7,17,1
Sarah,O,69,5,4,0
Angel,M,41,5,12,0
Eddie,H,89,5,3,1
Paul,B,30,4,14,0
Andrew,A,89,6,0,1
Andrea,V,72,6,21,0
Eddy,A,7,4,4,0
Linda,S,31,5,7,0
Jacob,G,3,5,3,0
Brenda,R,72,6,16,0
Kelly,Z,65,5,15,0
Jake,C,70,4,7,0
Sylvia,F,14,6,13,0
Beulah,G,62,6,5,0
Gary,O,71,4,8,0
Agatha,G,78,6,6,1
Louis,F,63,5,6,0
David,B,33,5,2,0
Karin,P,4,5,5,0
Vivian,A,2,6,21,0
Jennifer,U,8,8,11,0
Marlene,X,75,7,11,0
Mary,I,64,4,4,0
Thomas,R,34,6,2,0
Chris,X,30,5,21,0
Robert,L,46,6,6,0
Alvin,C,1,5,2,0
Emma,P,20,4,11,0
Larry,R,75,5,6,0
Dee,U,96,3,17,1
Cory,M,40,4,10,0
Mauro,T,49,5,7,0
Roberta,H,85,7,10,1
David,W,0,5,19,0
Bernice,Y,63,7,23,0
Ruben,D,31,5,14,0
Reba,D,58,4,14,0
Elizabeth,L,71,9,7,0
Paul,Z,5,4,10,0
Gregory,S,21,7,12,0
Dean,B,73,4,2,0
Michael,S,67,7,6,0
Elizabeth,I,65,9,4,0
Thomas,F,14,6,14,0
Geraldine,C,78,9,4,1
Carla,J,39,5,7,0
Chau,I,47,4,6,0
Ernest,A,82,6,4,1
Clara,U,40,5,18,0
Jan,R,11,3,8,0
Viola,O,7,5,7,0
Gracie,U,54,6,14,0
Amira,Y,57,5,24,0
Margarita,P,43,9,3,0
Paul,R,77,4,2,1
Rose,H,5,4,10,0
Clare,V,30,5,19,0
Linda,S,32,5,7,0
Susan,H,53,5,11,0
Frank,W,15,5,17,0
Jacklyn,R,87,7,8,1
Keith,T,13,5,9,0
Millie,I,28,6,4,0
Louie,B,43,5,10,0
Frank,R,30,5,12,0
Billie,E,48,6,3,0
James,Y,43,5,15,0
Jennifer,A,93,8,9,1
Jessie,V,81,6,12,1
Fannie,K,45,6,5,0
Jesse,M,97,5,3,1
Helen,G,50,5,1,0
Heather,N,9,7,6,0
Anna,L,85,4,11,1
John,H,100,4,2,1
Patricia,M,94,8,3,1
Marian,F,32,6,7,0
Yolanda,H,24,7,17,0
Eileen,H,48,6,3,0
Mary,X,34,4,11,0
Mary,F,80,4,7,1
Dominique,G,9,9,3,0
Rodney,R,8,6,0,0
Lyda,S,7,4,7,0
Stephen,D,37,7,15,0
Kenneth,G,72,7,4,0
William,H,72,7,15,0
Margarita,F,94,9,7,1
Margarette,I,5,10,4,0
Carlos,G,54,6,4,0
Catherine,H,71,9,5,0
Jeffrey,G,95,7,3,1
Cassandra,T,89,9,17,1
Gloria,G,48,6,0,0
Arthur,S,81,6,18,1
Justin,N,18,6,4,0
Valene,M,4,6,9,0
Priscilla,E,92,9,11,1
Stephanie,S,65,9,0,0
Martha,S,61,6,6,0
Russell,X,33,7,6,0
Celia,L,45,5,9,0
Alex,P,50,4,15,0
Charles,N,96,7,11,1
Lenora,Z,48,6,14,0
Frank,D,48,5,2,0
Seth,Q,98,4,2,1
Ann,K,21,3,10,0
Daniel,M,91,6,9,1
Jo,I,13,2,1,0
Rose,S,74,4,1,0
Helen,B,44,5,6,0
Dianna,J,77,6,6,1
Chase,F,12,5,3,0
Peter,D,21,5,12,0
Scott,T,3,5,1,0
Jennifer,V,68,8,12,0
Cathey,R,31,6,15,0
Linda,D,80,5,8,1
Mary,N,72,4,1,0
Naomi,W,58,5,9,0
Charles,E,63,7,2,0
Gavin,J,3,5,3,0
Lourdes,E,95,7,7,1
Shane,E,48,5,14,0
William,Q,82,7,6,1
James,C,0,5,7,0
Tameika,Q,72,7,3,0
Robert,T,17,6,2,0
Kevin,P,63,5,5,0
Sherice,X,87,7,5,1
Mary,M,77,4,0,1
Jack,R,69,4,8,0
Sarah,R,55,5,1,0
Kristen,X,52,7,13,0
Leticia,R,17,7,6,0
Randall,L,95,7,6,1
Steven,A,67,6,18,0
Roxanne,N,52,7,4,0
Bobby,Q,19,5,15,0
Angelica,Z,21,8,25,0
Tamara,E,42,6,15,0
Shawn,R,50,5,1,0
Ann,E,36,3,4,0
Paul,I,91,4,7,1
Shannon,D,36,7,15,0
Richard,J,83,7,8,1
Susan,F,74,5,13,0
Ann,H,83,3,7,1
Louise,K,28,6,1,0
Roland,X,23,6,6,0
Robert,H,51,6,10,0
Jennifer,R,7,8,8,0
Kristin,V,82,7,11,1
Eva,Y,42,3,20,0
David,E,62,5,1,0
William,F,60,7,17,0
Douglas,D,3,7,0,0
Edward,O,88,6,10,1
Angel,U,71,5,20,0
Robert,B,100,6,16,1
Dean,X,2,4,20,0
Scott,R,59,5,1,0
Ma,Y,77,2,12,1
Donald,E,98,6,1,1
Diane,T,22,5,16,0
Diane,S,12,5,15,0
Thomas,O,20,6,5,0
Daniel,U,0,6,17,0
Joseph,M,41,6,3,0
Eric,Z,77,4,21,1
Randall,I,17,7,9,0
William,K,67,7,12,0
Laurie,D,95,6,8,1
Gloria,W,93,6,16,1
Rebecca,I,57,7,9,0
Barbara,L,31,7,10,0
Sean,N,46,4,5,0
Brandy,S,13,6,17,0
Andrea,Q,88,6,16,1
James,X,14,5,14,0
Mark,O,57,4,2,0
Clint,C,89,5,0,1
Ira,W,19,3,14,0
Cory,W,5,4,20,0
Thomas,Q,40,6,3,0
Jose,M,6,4,3,0
Lester,V,14,6,10,0
Mary,Z,39,4,13,0
Deborah,H,92,7,4,1
Martha,H,94,6,5,1
Ben,L,12,3,10,0
Faye,R,41,4,12,0
Amy,B,92,3,1,1
Jessica,Q,69,7,7,0
Joshua,V,15,6,12,0
Jessica,X,9,7,14,0
Diego,C,14,5,1,0
John,D,23,4,6,0
Marlon,Q,33,6,4,0
Samuel,B,93,6,17,1
Stacey,C,77,6,16,1
Josephine,C,93,9,7,1
Jerome,F,83,6,4,1
Jason,U,100,5,11,1
Naomi,T,51,5,6,0
Luz,K,80,3,1,1
David,O,13,5,11,0
Sonia,U,19,5,2,0
Laura,F,36,5,6,0
Christopher,J,80,11,7,1
Alexandra,R,5,9,17,0
Edith,B,55,5,3,0
Justin,T,31,6,10,0
Lisa,C,91,4,9,1
Jane,M,23,4,3,0
Wayne,G,7,5,16,0
Dale,T,38,4,16,0
Jocelyn,D,58,7,6,0
John,Q,44,4,7,0
Ernest,X,7,6,19,0
Joshua,L,98,6,2,1
Philip,X,100,6,8,1
Brian,G,91,5,5,1
Grace,D,29,5,3,0
Van,E,9,3,17,0
Alex,F,23,4,5,0
Keith,V,34,5,11,0
John,C,52,4,7,0
Jerry,C,73,5,7,0
Thomas,J,54,6,10,0
Kenneth,V,27,7,11,0
Alma,Y,68,4,24,0
Fred,L,93,4,6,1
Stephen,A,59,7,18,0
Robert,Y,99,6,7,1
Micah,F,28,5,7,0
Matthew,H,50,7,5,0
Kim,V,40,3,11,0
Gillian,E,85,7,2,1
Glenn,J,10,5,3,0
Mario,B,92,5,11,1
Herbert,T,25,7,12,0
David,M,48,5,9,0
Olivia,M,86,6,2,1
Hong,A,2,4,7,0
Edward,Y,94,6,20,1
Joshua,L,74,6,2,0
Shannon,P,42,7,3,0
Felicia,V,52,7,16,0
John,G,93,4,3,1
Jean,I,16,4,1,0
Marvin,B,95,6,11,1
William,O,24,7,8,0
Scott,H,100,5,11,1
Marion,V,46,6,9,0
Brian,Q,93,5,15,1
Jack,E,42,4,5,0
Vera,X,71,4,2,0
Alicia,K,34,6,10,0
Karen,O,75,5,4,0
Ted,C,27,3,17,0
Omar,W,6,4,8,0
Michael,X,56,7,11,0
Stephanie,L,44,9,7,0
Trevor,K,4,6,9,0
Edward,F,78,6,1,1
Diane,J,51,5,6,0
Frederick,K,51,9,5,0
Mark,K,19,4,2,0
Jeffrey,G,19,7,3,0
Jeffery,L,13,7,2,0
Brandi,K,79,6,9,1
Elsa,R,1,4,13,0
Edward,M,46,6,8,0
Jeri,L,30,4,2,0
Jason,D,14,5,6,0
Sherry,K,1,6,8,0
Jennie,V,89,6,12,1
Amanda,S,0,6,18,0
Elizabeth,K,96,9,6,1
Benjamin,A,55,8,1,0
Sally,D,53,5,15,0
Travis,G,48,6,13,0
Shirley,E,59,7,14,0
David,L,27,5,8,0
Evelyn,S,74,6,14,0
Karen,Q,79,5,6,1
Ernestine,S,36,9,14,0
Helen,V,100,5,14,1
Erica,N,43,5,9,0
Michael,W,24,7,10,0
Robert,Q,28,6,1,0
Barbara,S,92,7,17,1
Elva,Z,84,4,21,1
Paula,P,0,5,0,0
Jan,R,5,3,8,0
Maria,V,3,5,9,0
Raymond,E,93,7,13,1
Peter,A,92,5,15,1
James,E,65,5,5,0
David,D,15,5,0,0
Edwin,D,43,5,1,0
John,D,0,4,6,0
Earl,C,57,4,2,0
Michael,M,91,7,0,1
Mary,H,47,4,5,0
Sam,P,78,3,3,1
David,J,13,5,6,0
Diana,J,65,5,6,0
Teresa,P,43,6,4,0
Frances,T,99,7,14,1
Mary,U,83,4,8,1
Karl,A,30,4,10,0
Edward,G,40,6,2,0
Betty,N,3,5,12,0
Dawn,L,95,4,8,1
Jimmie,M,8,6,3,0
Joseph,U,33,6,11,0
Kathleen,E,93,8,6,1
Marion,C,41,6,10,0
Andrew,F,27,6,5,0
James,Y,53,5,15,0
Teresa,W,90,6,3,1
Victor,H,94,6,14,1
Ivan,A,70,4,8,0
Kimberlee,I,61,9,2,0
Joanne,J,9,6,0,0
Thomas,M,55,6,7,0
Fannie,X,25,6,18,0
Jennifer,B,74,8,8,0
Heather,L,24,7,4,0
Billie,J,3,6,8,0
Francis,L,8,7,6,0
Clarence,J,17,8,7,0
Dennis,X,89,6,20,1
Johnny,J,47,6,0,0
Stanley,W,47,7,4,0
William,D,71,7,19,0
Jane,G,26,4,3,0
Jeffrey,X,7,7,14,0
Richard,C,19,7,15,0
Viola,J,48,5,12,0
Edythe,J,58,6,5,0
Darlene,T,32,7,16,0
Helen,G,19,5,1,0
Roland,J,81,6,8,1
Hazel,U,96,5,13,1
Kenneth,W,93,7,12,1
Margaret,O,66,8,2,0
Sheri,L,25,5,7,0
Nicole,U,10,6,7,0
Dora,Z,62,4,22,0
Susan,X,76,5,5,1
Jerry,Q,56,5,7,0
Richard,H,65,7,10,0
Matthew,F,81,7,7,1
George,M,73,6,6,0
Fred,P,68,4,10,0
Irving,O,55,6,6,0
Bryan,W,100,5,21,1
Teresa,Q,28,6,3,0
Robert,O,42,6,3,0
Joseph,N,47,6,4,0
Ronnie,X,46,6,6,0
Courtney,M,13,8,10,0
David,H,100,5,4,1
Tomas,B,73,5,18,0
Vera,Y,75,4,3,0
Charles,L,80,7,9,1
William,V,25,7,1,0
Roger,J,21,5,8,0
Larry,G,97,5,5,1
Lois,E,91,4,7,1
Mary,Y,28,4,12,0
Willie,W,28,6,0,0
Sylvia,Z,65,6,7,0
Betty,I,37,5,7,0
Mary,I,96,4,4,1
Dianne,Q,61,6,13,0
David,S,75,5,15,0
Judy,Y,79,4,15,1
Leone,H,100,5,4,1
Christa,P,23,7,13,0
Elmer,D,78,5,1,1
Angela,T,24,6,19,0
Albert,E,99,6,4,1
Dean,Y,87,4,21,1
Mirna,J,41,5,3,0
Kathryn,P,30,7,5,0
Linda,O,44,5,3,0
Richard,E,29,7,13,0
Asuncion,J,3,8,9,0
Dawn,N,33,4,10,0
Richard,L,65,7,6,0
Muriel,V,78,6,9,1
Pennie,J,20,6,6,0
Valarie,A,99,7,21,1
Virginia,H,87,8,14,1
Agripina,I,33,8,8,0
Mary,U,12,4,8,0
Kenneth,X,50,7,13,0
Leo,N,12,3,2,0
Rosemarie,E,70,9,13,0
Anita,J,39,5,9,0
Jane,E,25,4,5,0
Odette,A,13,6,14,0
Bobbie,Q,1,6,15,0
Martha,O,86,6,2,1
Anthony,S,34,7,18,0
Mary,D,77,4,9,1
Ronnie,G,40,6,11,0
Sara,V,20,4,3,0
Andrea,Z,28,6,25,0
Ronald,P,20,6,2,0
Toby,L,26,4,8,0
Michael,O,22,7,2,0
Bonnie,L,29,6,10,0
Nereida,D,60,7,10,0
Alberto,K,86,7,10,1
Keith,N,82,5,3,1
Todd,Q,54,4,3,0
Robert,Y,56,6,7,0
Terrance,D,36,8,16,0
Cherilyn,S,14,8,16,0
Alison,M,66,6,12,0
Jacqueline,P,1,10,6,0
Nancy,H,37,5,6,0
Scotty,I,43,6,10,0
Walton,D,25,6,19,0
Fred,I,74,4,3,0
Weldon,B,95,6,21,1
Mabel,V,20,5,9,0
William,W,66,7,0,0
Raymond,B,17,7,16,0
Charles,W,6,7,20,0
Helen,R,28,5,10,0
Keith,N,82,5,3,1
Lorraine,W,89,8,11,1
Marsha,F,2,6,7,0
William,C,95,7,20,1
Federico,F,99,8,0,1
Gina,F,44,4,1,0
Johnny,C,47,6,7,0
Virginia,T,28,8,2,0
Kenneth,B,72,7,9,0
Leigh,E,46,5,7,0
Marian,P,18,6,3,0
Helen,K,83,5,3,1
Ida,O,52,3,6,0
Maria,N,98,5,1,1
Michelle,I,85,8,4,1
Richard,D,65,7,14,0
Cedric,B,55,6,1,0
Tim,P,32,3,4,0
Emilee,N,7,6,9,0
Nancy,T,12,5,6,0
Anthony,Q,84,7,16,1
Joseph,F,14,6,4,0
Kassandra,Y,79,9,14,1
Harold,K,56,6,3,0
Karen,N,98,5,3,1
Sergio,O,87,6,4,1
Mae,U,23,3,8,0
Sylvia,V,65,6,3,0
Timothy,N,97,7,6,1
Robert,E,17,6,13,0
Lily,P,8,4,4,0
Kyle,H,7,4,3,0
Gladys,J,65,6,3,0
Lawrence,R,32,8,6,0
Elizabeth,K,81,9,6,1
Peter,M,68,5,3,0
Christina,M,84,9,10,1
Maria,D,39,5,9,0
Fred,X,34,4,18,0
Patricia,L,94,8,4,1
Natasha,Z,51,7,12,0
Beverly,A,84,7,1,1
Cathy,R,84,5,15,1
Danny,F,22,5,2,0
Elizabeth,Q,5,9,12,0
Catherine,M,9,9,10,0
Cameron,S,60,7,16,0
Margaret,S,22,8,6,0
Kevin,R,98,5,7,1
Phil,Y,2,4,9,0
John,C,32,4,7,0
Timothy,Y,86,7,5,1
Hallie,K,45,6,3,0
Elvira,U,39,6,16,0
Hubert,V,57,6,14,0
Lawrence,R,27,8,6,0
Daniel,O,43,6,11,0
Edwin,P,12,5,11,0
Maria,B,73,5,11,0
Audrey,P,78,6,15,1
Catherine,E,88,9,2,1
Leola,T,38,5,8,0
Terrell,R,99,7,2,1
Charlie,M,67,7,10,0
Akiko,I,36,5,8,0
Susan,Z,62,5,7,0
Brenda,E,17,6,3,0
Stephenie,T,96,9,1,1
Timothy,X,75,7,4,0
Angela,C,23,6,2,0
Wes,W,5,3,0,0
Christina,Y,45,9,22,0
Linda,Q,89,5,5,1
John,O,68,4,5,0
Jutta,M,48,5,3,0
Maria,J,99,5,3,1
Emma,V,97,4,17,1
Rickie,R,11,6,0,0
Christian,X,73,9,21,0
Gordon,V,35,6,15,0
Stanley,K,84,7,8,1
Antonio,D,8,7,3,0
Barbara,Z,39,7,24,0
Esteban,Z,29,7,21,0
Tonya,P,99,5,4,1
Brian,F,71,5,4,0
Wm,W,98,2,0,1
Diana,N,86,5,10,1
Linh,Z,66,4,14,0
Felix,T,78,5,14,1
Antonio,Y,65,7,24,0
Joel,K,30,4,1,0
Elizabeth,A,74,9,4,0
John,S,16,4,9,0
Jeni,G,21,4,3,0
Gladys,H,80,6,1,1
Micheal,R,22,7,5,0
Star,E,47,4,14,0
Kristina,U,86,8,10,1
Carlota,I,59,7,6,0
Della,G,49,5,3,0
Frances,F,89,7,0,1
Reed,R,97,4,0,1
David,E,55,5,1,0
Ami,C,33,3,2,0
Cristy,X,35,6,21,0
Todd,H,15,4,12,0
Trudi,O,30,5,5,0
Larry,W,77,5,11,1
Derek,J,57,5,6,0
Joe,T,62,3,10,0
Martin,I,33,6,4,0
William,K,60,7,12,0
John,Q,47,4,7,0
Margarita,I,94,9,4,1
Guadalupe,S,45,9,12,0
Joaquin,R,99,7,8,1
Laurie,I,14,6,3,0
Jeffrey,J,61,7,0,0
Steven,K,23,6,8,0
Stephanie,X,4,9,5,0
Laura,N,42,5,2,0
Anthony,T,94,7,19,1
Joseph,M,76,6,3,1
Dan,S,94,3,15,1
